,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-0.16818750000000002,0.8305425000000001,-0.3831725,-0.134,0.896,-0.293,0.014996423402255647,0.016068008214285712,0.05139259422932325,0.12245988486951818,0.1267596474209585,0.22669934765967734,-1.4529225000000006,7.817052500000001,-2.8972749999999996,-3.9935,-0.305,-6.22,552.4776017558836,1155.0059712879636,397.92707116228115,23.5048420917028,33.985378786883686,19.948109463362215,6
1,-0.45654249999999996,0.775275,-0.27207000000000003,-0.529,0.769,-0.266,0.07400461473057636,0.016050600877192945,0.003960471278195489,0.27203789208596724,0.12669096604412228,0.06293227532987734,1.5382425,-16.5931175,0.73779,0.244,-7.5915,1.25,359.0187855676134,1837.3098862693676,536.0959446374939,18.9477910471805,42.86385290975798,23.15374580143554,6
2,-0.47369,0.7752449999999999,-0.3286475,-0.583,0.757,-0.3275,0.04383083097744363,0.005131328295739349,0.010092659893483708,0.20935814046137213,0.07163329041541613,0.10046223117910386,-7.980360000000001,-6.052735000000002,5.574689999999999,-7.6525,10.244,-0.488,164.2288598199499,7844.139059358168,1084.5524731417545,12.815180834461522,88.56714435589627,32.93254428588466,6
3,-0.387195,0.8719375,-0.14879,-0.337,0.872,-0.164,0.10534482904761908,0.012486945958646608,0.03943858736842104,0.3245686815569535,0.11174500417757659,0.19859150880241844,3.65332,-35.0862875,8.6402375,-0.6100000000000001,-10.244,7.5915,350.5084432657646,6173.309135348214,1688.9047749484655,18.721870720250276,78.57040877676668,41.096286632109056,6
4,-0.4738675,0.8092400000000001,-0.10480500000000001,-0.529,0.814,-0.0875,0.15065671673558895,0.023506533734335835,0.03148836288220552,0.38814522634651705,0.15331840637815095,0.17744960659918502,0.5096050000000009,-0.46220999999999973,3.031120000000001,0.1525,2.195,-2.378,474.89820019446154,1547.282952983359,2664.9151529229075,21.79215914484982,39.33551770325845,51.622816204880834,6
5,-0.23235250000000002,0.8765774999999999,-0.24251999999999999,-0.105,0.9235,-0.2255,0.12032874009398493,0.016018004003759374,0.014976385563909792,0.3468843324423646,0.12656225347140188,0.12237804363491758,2.9481774999999995,7.001244999999999,9.444825000000002,0.854,6.524,0.6405000000000001,202.8593736701691,3232.207578496214,1672.3605016134084,14.24287097709479,56.852507231398455,40.894504540505295,6
6,-0.3473925,0.8340175000000001,-0.1963325,-0.505,0.8125,-0.177,0.11827120645989979,0.013984403201754399,0.007774207462406021,0.34390581044800594,0.11825566879331578,0.08817146625981685,4.451062499999999,11.403355000000001,-10.674102500000002,1.2195,3.6285,-0.732,190.9267689559835,2943.7043751819297,1889.4936567187901,13.817625300896804,54.255915577768384,43.468306347484834,6
7,-0.423905,0.80674,-0.2129375,-0.595,0.771,-0.178,0.10401820649122812,0.011923912180451125,0.00996878054511278,0.32251853666297714,0.1091966674420567,0.09984378070322046,-0.0004675000000003138,-7.798927500000002,12.072095000000001,1.3715,0.2135,4.207,333.4190549212471,4980.464025285457,1097.4479848681447,18.259766014964352,70.57240271724817,33.127752487425774,6
8,-0.036542500000000006,0.9486424999999999,-0.1513175,-0.045,0.95,-0.151,0.02009244931704259,0.004152265357142858,0.012922347562656622,0.14174783708065034,0.06443807381620635,0.11367650400437472,-0.5159949999999998,-4.294170000000001,0.39526249999999974,-1.037,-2.6525,-2.073,247.79067922804518,3889.338676041202,223.59891722666035,15.74136840392363,62.364562662149744,14.953224308712164,6
9,-0.1902325,0.9592224999999999,-0.043410000000000004,-0.182,0.9535,-0.0455,0.018782324254385946,0.00610284009398496,0.014769405413533837,0.13704862003824025,0.07812067648186977,0.12152944257888225,-2.2643424999999997,-2.0861324999999997,-3.8260749999999994,-2.5915,-1.463,-4.146,198.10246647137222,81.55898593979319,128.3021374329574,14.074887796049111,9.031001380787913,11.327053342902444,6
10,-0.2965475,0.832175,-0.3150625,-0.2805,0.8445,-0.324,0.03263073959273182,0.017350831453634072,0.06566778305137848,0.18063980622424233,0.13172255484021736,0.2562572595096156,-6.17182,39.98797,-18.8472725,-7.5305,18.9025,-17.317,274.05000743619047,4196.617275873787,926.0235800884641,16.554455818183527,64.78130344376984,30.430635551832697,6
11,-0.280365,0.7734324999999999,-0.474615,-0.322,0.774,-0.484,0.028034858922305755,0.005151223502506266,0.012399395263157876,0.16743613386096132,0.07177202451168746,0.11135257187491394,-6.7519875,33.4957725,-10.0707675,-8.049,28.5065,-13.72,199.65030937578348,2106.30962927894,1564.0037499032026,14.129766784196528,45.89454901487692,39.547487276731026,6
12,0.014422499999999982,0.817135,-0.4016575,0.0055,0.8245,-0.362,0.06751901653508775,0.005493229849624059,0.02539583979323305,0.25984421589692497,0.07411632647146012,0.15936072224118794,-8.408977499999999,-19.451212499999997,16.019499999999997,-7.256,-2.683,8.232,228.64441537543235,4641.005078187811,524.3890662857142,15.120992539361705,68.12492259216013,22.899542927441022,6
13,-0.40693000000000007,0.8000175000000002,-0.32952250000000005,-0.375,0.8305,-0.341,0.04962371939849623,0.011177531021303259,0.0042999944799498695,0.2227638197699443,0.10572384320153737,0.06557434315301884,6.437519999999999,-17.934602499999997,-0.7320149999999999,6.037,-6.22,-0.3355,86.95484483669165,1285.5295842952326,301.97345257621555,9.32495816809339,35.85428264929076,17.377383363907683,6
14,-0.4850225,0.7737649999999999,-0.28308750000000005,-0.602,0.743,-0.296,0.066598568414787,0.013203994761904756,0.003979232926065154,0.2580669843563624,0.11490863658535314,0.06308116141975474,0.9826149999999996,5.2140400000000025,-2.079580000000001,-0.488,1.037,0.122,210.24956951556382,4288.023610314186,2539.5531176978448,14.499985155701498,65.48300245341676,50.393978982591214,6
15,-0.3328475,0.8169075000000001,-0.30294,-0.4095,0.802,-0.3105,0.08375307192355888,0.00985003904135338,0.006749690626566416,0.28940122999662404,0.09924736289369798,0.08215650081744241,-8.9891775,-0.2750025000000011,3.4681675000000003,-6.707,-0.122,6.098,195.10028620651013,3595.5917879222993,686.7537775232512,13.96783040441536,59.96325364689861,26.20598743652395,6
16,-0.35841999999999996,0.8001125,-0.23128,-0.1775,0.825,-0.2255,0.20786587829573927,0.031404666510025055,0.028689249724310747,0.45592310568311767,0.17721361829731105,0.16937901205376876,0.11081500000000005,-19.5719775,-4.283059999999999,-4.085,-17.1645,6.0675,764.2831517551629,3083.081782267664,2432.131593810928,27.645671483166453,55.52550569123765,49.31664621414283,6
17,-0.28359249999999997,0.81243,-0.29713500000000004,-0.1235,0.868,-0.314,0.14272908916666655,0.018533052731829574,0.016745580726817033,0.37779503592115465,0.13613615512357316,0.1294047167873607,-8.9858425,4.494207499999999,11.563870000000001,-6.341,17.5305,8.537,178.64740212801402,4904.846844355329,1742.9322304592483,13.365904463522625,70.0346117598672,41.74843985658923,6
18,0.05217499999999999,0.9261600000000001,-0.20904500000000004,0.0505,0.927,-0.193,0.009522861528822058,0.0019751572932330827,0.01339750172932331,0.0975851501449993,0.044442741738478314,0.11574757763911653,-0.5263725000000002,8.107032499999997,-0.06999250000000075,-1.707,-1.2805,0.854,143.2350901290664,4533.433409289664,402.82480610771324,11.968086318583536,67.33077609302944,20.070495910856643,6
19,0.0511275,0.9220125000000001,-0.2199425,0.041,0.932,-0.1975,0.006399916033834587,0.0035010750313283225,0.018496309968671687,0.07999947520974489,0.059169882806444044,0.13600113958593027,-1.9617250000000004,0.8960649999999987,-0.7632575000000008,-0.7015,-7.317,-0.39649999999999996,164.8509791221806,2709.1514869481452,460.2151415600942,12.839430638551718,52.04950995877046,21.452625516707602,6
20,-0.030705,0.89523,-0.30643,-0.012,0.904,-0.272,0.014815035563909767,0.002402954486215537,0.011521448721804512,0.12171703070610032,0.04901993967984393,0.10733801154206515,0.12668249999999945,-13.963087500000002,2.707607499999999,0.915,-7.8965,-2.1035,80.25771913453009,6667.5064172128705,1416.7023002691158,8.95866726330039,81.65480033171883,37.63910599720875,6
21,-0.5276050000000001,0.7064375000000002,-0.2196425,-0.5805,0.712,-0.2665,0.1541461393233083,0.027286046209273156,0.023152265357142855,0.3926144919934927,0.1651848849298057,0.15215868479039524,-1.6673925,17.380345,-13.331712499999998,-1.6155,18.659,-9.7255,211.8632543543297,2978.219526878168,2198.3162381903194,14.555523156325565,54.573065947206665,46.88620520142699,6
22,-0.334925,0.85012,-0.1151625,-0.25,0.9075,-0.144,0.10761231516290719,0.024037800100250643,0.026071504855889736,0.3280431605184098,0.1550412851477007,0.16146672987302907,4.4524275,2.1631099999999996,12.5707025,8.2625,5.793,18.2625,893.2900438092664,612.9482922334839,1924.0129032420998,29.887958173974788,24.75779255574866,43.86357148297548,6
23,-0.0399975,0.9213425,-0.24563749999999998,-0.025,0.922,-0.245,0.013568714279448625,0.005196406209273183,0.0038846527255639077,0.11648482424525791,0.07208610274715357,0.06232698232358043,0.9318550000000001,-0.11935250000000039,0.5733349999999997,0.9455,-2.8355,3.232,125.94881972328317,680.7033794568857,725.5969942834828,11.222692178050824,26.090292820451168,26.936907660002156,6
24,0.005445000000000002,0.91923,-0.2565525,0.006,0.915,-0.2515,0.006796237568922302,0.001037841704260651,0.004760533577694239,0.08243929626653967,0.032215550658969826,0.06899662004543584,-0.06036999999999992,5.923489999999999,0.10182250000000004,-1.037,6.9205,0.1525,102.0514932061152,564.2703220299751,156.50415747468043,10.102053910275632,23.754374797707793,12.510162168200715,6
25,0.017595000000000003,0.936515,-0.1122675,0.041,0.941,-0.14,0.02567889320802009,0.004515112556390977,0.040769985908521336,0.16024635162155826,0.06719458725515752,0.20191578915112443,-1.6039824999999996,-2.5794349999999997,0.11174499999999994,4.817,-2.7439999999999998,1.646,1346.5553141676137,968.3769665070416,540.2530032731579,36.695439964219176,31.118755863739825,23.243343203445537,6
