,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,-0.220264,0.824942,-0.36725,-0.1795,0.887,-0.292,0.03724351733867737,0.016121621879759518,0.04253511773547094,0.1929857956914896,0.12697094895982908,0.20624043671276238,2.5076600000000004,-6.106595999999998,-5.863916,-0.488,-1.0675,-6.768,542.2214507819643,2411.0340672192206,454.31292570836086,23.285649030722,49.10228169056119,21.314617653346748,8,6
1,-0.56174,0.74275,-0.29645399999999994,-0.596,0.748,-0.282,0.03547751142284565,0.01096037625250503,0.004182188260521042,0.18835474887256135,0.10469181559465396,0.06466984042442847,-0.5908680000000004,-0.20034600000000136,-2.7681700000000005,-2.378,4.024,-3.171,303.5640408001757,2534.7313599421695,565.651201736573,17.423089301274207,50.34611563906564,23.78342283475137,8,6
2,-0.393702,0.83535,-0.20518400000000003,-0.4115,0.834,-0.257,0.08185931582765527,0.01318960671342686,0.03909459533466934,0.28611067059383727,0.1148460130497653,0.1977235325768517,-1.7182019999999998,-21.711699999999997,6.993162000000002,-4.2985,-3.5065,5.7625,351.7039374801561,6129.160209300603,1325.8684222081731,18.75377128686804,78.28895330313595,36.41247618891323,8,6
3,-0.456614,0.833304,-0.10471000000000001,-0.499,0.841,-0.0995,0.14209858216833668,0.023824905394789618,0.03024180951903807,0.3769596558895085,0.15435318394769063,0.17390172373797239,2.6631679999999998,0.21487399999999943,5.030994,2.2255,3.75,0.27449999999999997,461.16123123023647,1281.9466094971194,2315.8015669959545,21.474664868869002,35.80428199946369,48.12277596934693,8,6
4,-0.20137400000000003,0.8732819999999999,-0.229926,-0.098,0.92,-0.214,0.12850965343086154,0.018363248973947907,0.014939671867735472,0.3584824311327705,0.13551106587267295,0.12222795043579628,3.27366,7.031844,-1.15621,0.976,5.5795,-0.305,219.63161275390783,2749.9330728213076,2891.4866772283544,14.81997343971668,52.43980427901412,53.77254575736911,8,6
5,-0.48116200000000003,0.7865800000000001,-0.20961000000000002,-0.5994999999999999,0.7675000000000001,-0.179,0.09964278933466941,0.011385550701402783,0.009893913727454918,0.31566246107934565,0.10670309602538618,0.0994681543382349,2.119388,2.7653600000000007,-3.5490299999999997,1.28,1.4325,-0.671,268.67931822189996,3456.471300250899,2467.4457926423825,16.391440394971394,58.79176218018047,49.67339119329767,8,6
6,-0.16126799999999997,0.90175,-0.17509400000000003,-0.0695,0.93,-0.162,0.08026998013627254,0.008782408316633262,0.00818103924248499,0.28331957245533274,0.09371450430233978,0.09044909752167232,-2.4034079999999998,-11.675218000000001,8.608044,-1.0675,-2.683,0.183,228.73947266686972,4012.300779321116,886.3590887675989,15.12413543535199,63.342724754474496,29.771783432767325,8,6
7,-0.17455,0.948072,-0.060891999999999995,-0.1705,0.949,-0.066,0.020807987474949895,0.00829629941482966,0.014379495326653311,0.14424973994759885,0.09108402392752343,0.11991453342549147,-1.380004,3.0395119999999998,-6.513794000000001,-1.402,-0.549,-5.183,170.3249197314469,996.5355386872304,333.9872212821284,13.05085896527301,31.567951132235844,18.275317268986836,8,6
8,-0.30920000000000003,0.822714,-0.345046,-0.299,0.8245,-0.397,0.030264521042084182,0.014550489182364727,0.0566819638116233,0.1739670113615917,0.1206254085272449,0.2380797425477928,-6.54258,47.687948000000006,-25.118674,-7.988,28.537,-22.9575,232.92422024809608,4172.148656594483,1071.5249048734709,15.261855072306776,64.59217179035308,32.73415502000122,8,6
9,-0.10621200000000001,0.7764300000000001,-0.45401400000000003,-0.201,0.783,-0.4655,0.09182192290180352,0.00400537985971944,0.020296318440881745,0.30302132417010447,0.06328807043763808,0.14246514816221456,-7.570728,4.688199999999999,0.23497999999999775,-6.9815,9.9695,2.439,217.35584779360346,6203.6180503246505,1412.0975169294575,14.742993176204195,78.76305003188139,37.57788600932013,8,6
